  [fact] mode=delta layers=4 lr=3e-5 save_every=1000 spec=checkpoints_v12_phase0/contrastive/fact_retrieval/fact_band_spec.json
+ .venv/bin/python -m v12.train --preset v12_grammar_dyn --stage pretrain --dataset fact --pretrain_sources dclm,fineweb --pretrain_weights 40,60 --substrate grammar@1.0 --registry v12_registry --grow_layers @checkpoints_v12_phase0/contrastive/fact_retrieval/fact_band_spec.json --layer_head_budget 16 --head_gate --write_phase_address --freeze_layers base --attach_mode sequential --stage_loss ce_fact_strong --fused_ce --fact_value_pool 50 --gen_every 0 --gen_prompt Record: bofim means gold. Record: kaner means silver. Query: bofim means --batch_size 8 --seq_len 512 --lr 3e-5 --weight_decay 0.01 --token_budget 40000000 --checkpoint_dir checkpoints_v12_phase0/contrastive/fact_retrieval --save_every_steps 1000 --log_dir logs
[Discord] Webhook configured -- notifications enabled
Wall clock start: 2026-07-29 20:07:21
============================================================
  V12: PAM with new memory dynamics
  Preset: v12_grammar_dyn | Stage: pretrain | Dataset: fact
============================================================

Stage loss: ce_fact_strong — ce_fact with fact_contrastive_lambda=0.5 (Phase 0 contrastive control).
  overrides applied: {'gate_surprisal_lambda': 0.1, 'gate_surprisal_tau': 0.5, 'gate_surprisal_sign': 1.0, 'fact_contrastive_lambda': 0.5, 'fact_contrastive_tau': 1.0}

Config: {'vocab_size': 50261, 'dim': 384, 'n_heads': 16, 'head_dim': 64, 'n_layers': 4, 'expand': 3, 'dropout': 0.1, 'max_seq_len': 512, 'use_learned_pos': False, 'use_rope': True, 'use_gsp': True, 'fused_qkv': True, 'qk_norm': False, 'tie_weights': True, 'gradient_checkpointing': True, 'activation': 'swish', 'chunk_size': 256, 'decay_mode': 'head', 'write_mode': 'additive', 'n_states': 3, 'delta_chunk': 64, 'state_dt_spread': 2.0, 'base_dt_bias': -4.0, 'gate_content_aware': True, 'protect_gate_bias': -3.0, 'routing_content_aware': False, 'state_compete': False, 'phase_init': 'zero', 'route_balance_lambda': 0.0, 'aux_loss_weight': 1.0, 'fused_e3': True, 'recompute_pam_chunks': False, 'gamma_floor': 0.0, 'gate_surprisal_lambda': 0.1, 'gate_surprisal_tau': 0.5, 'gate_surprisal_sign': 1.0, 'fact_contrastive_lambda': 0.5, 'fact_contrastive_tau': 1.0, 'vault_state': False, 'vault_state_idx': 0, 'write_phase_address': True, 'write_phase_key_conditional': False, 'delta_solve_mode': 'backsub', 'vault_norm_bound': 0.0, 'module_adapter_rank': 0, 'head_gate': True, 'head_gate_l0_lambda': 0.001, 'head_gate_init_logalpha': 3.0, 'layer_specs': None}
Memory dynamics: decay_mode=head, write_mode=additive, n_states=3, chunk_size=256
Batch size: 8, Epochs: 10, LR: 3e-05
Token budget: 40,000,000

Loading fact (seq_len=512)...
[fact_data] train=78,125 val=512 examples, seq_len=512, templates=12 (train), value_pool=50 (train), vocab=50261
Train batches: 9766, Val batches: 64
[substrate] WARNING: substrate vocab_size=50257 != tokenizer/preset vocab_size=50261
[substrate] grammar@1.0 -> ['grammar@1.0'] (4 frozen base layers)

Model parameters: {'embedding (tied)': 38597376, 'blocks': 23388692, 'norms': 768, 'lm_head': 296064, 'total': 62282900}
Total: 62,282,900 (62.3M)
[M4 grow] +4 layers [4, 5, 6, 7] on base of 4 (skills=['fact_retrieval', 'fact_retrieval', 'fact_retrieval', 'fact_retrieval'], attach_mode=sequential); total layers=8
[M4 freeze] froze blocks [0, 1, 2, 3]; trainable params=62,233,608. (requires_grad=False => excluded from optimizer, no wd drift)
Param groups: 56 tensors (62,214,912) with wd, 57 tensors (18,696) without
fused_ce enabled (chunked linear+CE; logits never materialized)

Training on cuda
Parameters: {'embedding (tied)': 38597376, 'blocks': 46728092, 'norms': 768, 'lm_head': 296064, 'total': 85622300}
Total: 85,622,300 (85.6M)
Epochs: 1..9999, Batches/epoch: 9766
Periodic checkpoint: every 1000 steps -> latest.pt


============================================================
Epoch 1/9999
============================================================
  [1] 0/9766 (0%) loss=10.2734 ppl=28953.2 lr=3.00e-08 | 1112 tok/s (avg 1112) ETA 0m00s | GPU 0.9/3.3GB | gtok=4096
  [1] 1150/9766 (12%) loss=2.9906 ppl=19.9 lr=3.00e-05 | 1356 tok/s (avg 1360) ETA 432m32s | GPU 0.9/3.8GB | gtok=4714496
  [1] 1200/9766 (12%) loss=2.9337 ppl=18.8 lr=3.00e-05 | 1351 tok/s (avg 1359) ETA 430m08s | GPU 0.9/3.8GB | gtok=4919296
  [1] 1250/9766 (13%) loss=2.8492 ppl=17.3 lr=3.00e-05 | 1364 tok/s (avg 1360) ETA 427m34s | GPU 0.9/3.8GB | gtok=5124096
  [1] 1300/9766 (13%) loss=3.0372 ppl=20.8 lr=2.99e-05 | 1362 tok/s (avg 1360) ETA 425m02s | GPU 0.9/3.8GB | gtok=5328896
  [1] 1350/9766 (14%) loss=3.1182 ppl=22.6 lr=2.99e-05 | 1366 tok/s (avg 1360) ETA 422m27s | GPU 0.9/3.8GB | gtok=5533696
  [1] 1400/9766 (14%) loss=2.7868 ppl=16.2 lr=2.99e-05 | 1353 tok/s (avg 1360) ETA 420m01s | GPU 0.9/3.8GB | gtok=5738496
  [1] 1450/9766 (15%) loss=2.8161 ppl=16.7 lr=2.98e-05 | 1356 tok/s (avg 1359) ETA 417m32s | GPU 0.9/3.8GB | gtok=5943296
  [1] 1500/9766 (15%) loss=2.7693 ppl=15.9 lr=2.98e-05 | 1359 tok/s (avg 1359) ETA 415m02s | GPU 0.9/3.8GB | gtok=6148096
  [1] 1550/9766 (16%) loss=2.9989 ppl=20.1 lr=2.98e-05 | 1359 tok/s (avg 1359) ETA 412m31s | GPU 0.9/3.8GB | gtok=6352896
  [1] 1600/9766 (16%) loss=2.8656 ppl=17.6 lr=2.97e-05 | 1358 tok/s (avg 1359) ETA 410m02s | GPU 0.9/3.8GB | gtok=6557696
  [1] 1650/9766 (17%) loss=2.6723 ppl=14.5 lr=2.97e-05 | 1357 tok/s (avg 1359) ETA 407m33s | GPU 0.9/3.8GB | gtok=6762496
  [1] 1700/9766 (17%) loss=2.6995 ppl=14.9 lr=2.96e-05 | 1355 tok/s (avg 1359) ETA 405m04s | GPU 0.9/3.8GB | gtok=6967296
  [1] 1750/9766 (18%) loss=2.7045 ppl=14.9 lr=2.96e-05 | 1364 tok/s (avg 1359) ETA 402m31s | GPU 0.9/3.8GB | gtok=7172096
  [1] 1800/9766 (18%) loss=2.8874 ppl=17.9 lr=2.95e-05 | 1356 tok/s (avg 1359) ETA 400m02s | GPU 0.9/3.8GB | gtok=7376896
  [1] 1850/9766 (19%) loss=2.7746 ppl=16.0 lr=2.94e-05 | 1363 tok/s (avg 1359) ETA 397m30s | GPU 0.9/3.8GB | gtok=7581696
  [1] 1900/9766 (19%) loss=2.8132 ppl=16.7 lr=2.94e-05 | 1362 tok/s (avg 1359) ETA 394m58s | GPU 0.9/3.8GB | gtok=7786496
  [1] 1950/9766 (20%) loss=2.5664 ppl=13.0 lr=2.93e-05 | 1358 tok/s (avg 1359) ETA 392m28s | GPU 0.9/3.8GB | gtok=7991296
Saved checkpoint: checkpoints_v12_phase0/contrastive/fact_retrieval/latest.pt
  [checkpoint @ step 2000, 8,192,000 tok]
  [1] 2000/9766 (20%) loss=2.7225 ppl=15.2 lr=2.92e-05 | 1353 tok/s (avg 1359) ETA 390m00s | GPU 0.9/3.8GB | gtok=8196096
  [1] 2050/9766 (21%) loss=2.2302 ppl=9.3 lr=2.92e-05 | 1363 tok/s (avg 1359) ETA 387m28s | GPU 0.9/3.8GB | gtok=8400896
  [1] 2100/9766 (22%) loss=2.5550 ppl=12.9 lr=2.91e-05 | 1361 tok/s (avg 1359) ETA 384m56s | GPU 0.9/3.8GB | gtok=8605696
  [1] 2150/9766 (22%) loss=2.6606 ppl=14.3 lr=2.90e-05 | 1357 tok/s (avg 1359) ETA 382m26s | GPU 0.9/3.8GB | gtok=8810496
  [1] 2200/9766 (23%) loss=2.5555 ppl=12.9 lr=2.89e-05 | 1354 tok/s (avg 1359) ETA 379m58s | GPU 0.9/3.8GB | gtok=9015296
  [1] 2250/9766 (23%) loss=2.4784 ppl=11.9 lr=2.88e-05 | 1358 tok/s (avg 1359) ETA 377m27s | GPU 0.9/3.8GB | gtok=9220096
  [1] 2300/9766 (24%) loss=2.5399 ppl=12.7 lr=2.87e-05 | 1360 tok/s (avg 1359) ETA 374m56s | GPU 0.9/3.8GB | gtok=9424896
  [1] 2350/9766 (24%) loss=2.5016 ppl=12.2 lr=2.86e-05 | 1354 tok/s (avg 1359) ETA 372m27s | GPU 0.9/3.8GB | gtok=9629696
  [1] 2400/9766 (25%) loss=2.5830 ppl=13.2 lr=2.85e-05 | 1354 tok/s (avg 1359) ETA 369m58s | GPU 0.9/3.8GB | gtok=9834496
  [1] 2450/9766 (25%) loss=1.9851 ppl=7.3 lr=2.84e-05 | 1354 tok/s (avg 1359) ETA 367m29s | GPU 0.9/3.8GB | gtok=10039296
  [1] 2500/9766 (26%) loss=2.6763 ppl=14.5 lr=2.83e-05 | 1356 tok/s (avg 1359) ETA 365m00s | GPU 0.9/3.8GB | gtok=10244096
  [1] 2550/9766 (26%) loss=2.6621 ppl=14.3 lr=2.82e-05 | 1357 tok/s (avg 1359) ETA 362m30s | GPU 0.9/3.8GB | gtok=10448896
  [1] 2600/9766 (27%) loss=3.5232 ppl=33.9 lr=2.81e-05 | 1357 tok/s (avg 1359) ETA 359m59s | GPU 0.9/3.8GB | gtok=10653696
  [1] 2650/9766 (27%) loss=2.6214 ppl=13.8 lr=2.79e-05 | 1358 tok/s (avg 1359) ETA 357m29s | GPU 0.9/3.8GB | gtok=10858496
  [1] 2700/9766 (28%) loss=2.4865 ppl=12.0 lr=2.78e-05 | 1360 tok/s (avg 1359) ETA 354m58s | GPU 0.9/3.8GB | gtok=11063296
  [1] 2750/9766 (28%) loss=2.5226 ppl=12.5 lr=2.77e-05 | 1367 tok/s (avg 1359) ETA 352m25s | GPU 0.9/3.8GB | gtok=11268096
  [1] 2800/9766 (29%) loss=2.5077 ppl=12.3 lr=2.76e-05 | 1361 tok/s (avg 1359) ETA 349m53s | GPU 0.9/3.8GB | gtok=11472896
  [1] 2850/9766 (29%) loss=2.4352 ppl=11.4 lr=2.74e-05 | 1354 tok/s (avg 1359) ETA 347m24s | GPU 0.9/3.8GB | gtok=11677696
  [1] 2900/9766 (30%) loss=2.4776 ppl=11.9 lr=2.73e-05 | 1352 tok/s (avg 1359) ETA 344m55s | GPU 0.9/3.8GB | gtok=11882496
  [1] 2950/9766 (30%) loss=2.1719 ppl=8.8 lr=2.71e-05 | 1363 tok/s (avg 1359) ETA 342m23s | GPU 0.9/3.8GB | gtok=12087296
Saved checkpoint: checkpoints_v12_phase0/contrastive/fact_retrieval/latest.pt
  [checkpoint @ step 3000, 12,288,000 tok]
  [1] 3000/9766 (31%) loss=2.2773 ppl=9.8 lr=2.70e-05 | 1363 tok/s (avg 1359) ETA 339m51s | GPU 0.9/3.8GB | gtok=12292096
  [1] 3050/9766 (31%) loss=2.4554 ppl=11.7 lr=2.69e-05 | 1366 tok/s (avg 1359) ETA 337m19s | GPU 0.9/3.8GB | gtok=12496896
  [1] 3100/9766 (32%) loss=2.4566 ppl=11.7 lr=2.67e-05 | 1364 tok/s (avg 1359) ETA 334m47s | GPU 0.9/3.8GB | gtok=12701696
  [1] 3150/9766 (32%) loss=2.4133 ppl=11.2 lr=2.65e-05 | 1351 tok/s (avg 1359) ETA 332m18s | GPU 0.9/3.8GB | gtok=12906496
  [1] 3200/9766 (33%) loss=2.2505 ppl=9.5 lr=2.64e-05 | 1360 tok/s (avg 1359) ETA 329m47s | GPU 0.9/3.8GB | gtok=13111296
  [1] 3250/9766 (33%) loss=1.9992 ppl=7.4 lr=2.62e-05 | 1358 tok/s (avg 1359) ETA 327m17s | GPU 0.9/3.8GB | gtok=13316096
  [1] 3300/9766 (34%) loss=2.3755 ppl=10.8 lr=2.61e-05 | 1369 tok/s (avg 1359) ETA 324m44s | GPU 0.9/3.8GB | gtok=13520896
  [1] 3350/9766 (34%) loss=2.4669 ppl=11.8 lr=2.59e-05 | 1360 tok/s (avg 1359) ETA 322m13s | GPU 0.9/3.8GB | gtok=13725696
  [1] 3400/9766 (35%) loss=2.1622 ppl=8.7 lr=2.57e-05 | 1365 tok/s (avg 1359) ETA 319m41s | GPU 0.9/3.8GB | gtok=13930496
  [1] 3450/9766 (35%) loss=2.2069 ppl=9.1 lr=2.56e-05 | 1364 tok/s (avg 1359) ETA 317m10s | GPU 0.9/3.8GB | gtok=14135296
  [1] 3500/9766 (36%) loss=2.7164 ppl=15.1 lr=2.54e-05 | 1366 tok/s (avg 1359) ETA 314m38s | GPU 0.9/3.8GB | gtok=14340096
  [1] 3550/9766 (36%) loss=1.9754 ppl=7.2 lr=2.52e-05 | 1363 tok/s (avg 1359) ETA 312m06s | GPU 0.9/3.8GB | gtok=14544896
  [1] 3600/9766 (37%) loss=1.9912 ppl=7.3 lr=2.50e-05 | 1367 tok/s (avg 1359) ETA 309m34s | GPU 0.9/3.8GB | gtok=14749696
  [1] 3650/9766 (37%) loss=1.8481 ppl=6.3 lr=2.49e-05 | 1360 tok/s (avg 1359) ETA 307m03s | GPU 0.9/3.8GB | gtok=14954496
  [1] 3700/9766 (38%) loss=1.9544 ppl=7.1 lr=2.47e-05 | 1359 tok/s (avg 1359) ETA 304m33s | GPU 0.9/3.8GB | gtok=15159296
  [1] 3750/9766 (38%) loss=2.3162 ppl=10.1 lr=2.45e-05 | 1354 tok/s (avg 1359) ETA 302m03s | GPU 0.9/3.8GB | gtok=15364096
  [1] 3800/9766 (39%) loss=1.9512 ppl=7.0 lr=2.43e-05 | 1360 tok/s (avg 1359) ETA 299m33s | GPU 0.9/3.8GB | gtok=15568896
  [1] 3850/9766 (39%) loss=1.9114 ppl=6.8 lr=2.41e-05 | 1364 tok/s (avg 1359) ETA 297m01s | GPU 0.9/3.8GB | gtok=15773696
  [1] 3900/9766 (40%) loss=1.9792 ppl=7.2 lr=2.39e-05 | 1358 tok/s (avg 1359) ETA 294m31s | GPU 0.9/3.8GB | gtok=15978496
  [1] 3950/9766 (40%) loss=1.9050 ppl=6.7 lr=2.37e-05 | 1358 tok/s (avg 1359) ETA 292m00s | GPU 0.9/3.8GB | gtok=16183296
Saved checkpoint: checkpoints_v12_phase0/contrastive/fact_retrieval/latest.pt
  [checkpoint @ step 4000, 16,384,000 tok]
  [1] 4000/9766 (41%) loss=1.6670 ppl=5.3 lr=2.35e-05 | 1360 tok/s (avg 1359) ETA 289m30s | GPU 0.9/3.8GB | gtok=16388096
  [1] 4050/9766 (41%) loss=2.0769 ppl=8.0 lr=2.33e-05 | 1365 tok/s (avg 1359) ETA 286m58s | GPU 0.9/3.8GB | gtok=16592896
  [1] 4100/9766 (42%) loss=2.1117 ppl=8.3 lr=2.31e-05 | 1358 tok/s (avg 1359) ETA 284m28s | GPU 0.9/3.8GB | gtok=16797696
  [1] 4150/9766 (43%) loss=2.3572 ppl=10.6 lr=2.29e-05 | 1365 tok/s (avg 1360) ETA 281m56s | GPU 0.9/3.8GB | gtok=17002496
  [1] 4200/9766 (43%) loss=1.5881 ppl=4.9 lr=2.27e-05 | 1351 tok/s (avg 1359) ETA 279m27s | GPU 0.9/3.8GB | gtok=17207296
  [1] 4250/9766 (44%) loss=2.0499 ppl=7.8 lr=2.25e-05 | 1358 tok/s (avg 1359) ETA 276m56s | GPU 0.9/3.8GB | gtok=17412096
  [1] 4300/9766 (44%) loss=1.9133 ppl=6.8 lr=2.23e-05 | 1360 tok/s (avg 1359) ETA 274m26s | GPU 0.9/3.8GB | gtok=17616896
  [1] 4350/9766 (45%) loss=1.8112 ppl=6.1 lr=2.21e-05 | 1362 tok/s (avg 1359) ETA 271m55s | GPU 0.9/3.8GB | gtok=17821696
  [1] 4400/9766 (45%) loss=1.7646 ppl=5.8 lr=2.19e-05 | 1359 tok/s (avg 1359) ETA 269m24s | GPU 0.9/3.8GB | gtok=18026496
  [1] 4450/9766 (46%) loss=1.4026 ppl=4.1 lr=2.17e-05 | 1367 tok/s (avg 1360) ETA 266m52s | GPU 0.9/3.8GB | gtok=18231296
  [1] 4500/9766 (46%) loss=1.7888 ppl=6.0 lr=2.14e-05 | 1358 tok/s (avg 1360) ETA 264m22s | GPU 0.9/3.8GB | gtok=18436096
  [1] 4550/9766 (47%) loss=1.6388 ppl=5.1 lr=2.12e-05 | 1354 tok/s (avg 1359) ETA 261m52s | GPU 0.9/3.8GB | gtok=18640896
  [1] 4600/9766 (47%) loss=1.3784 ppl=4.0 lr=2.10e-05 | 1356 tok/s (avg 1359) ETA 259m22s | GPU 0.9/3.8GB | gtok=18845696
  [1] 4650/9766 (48%) loss=1.7774 ppl=5.9 lr=2.08e-05 | 1362 tok/s (avg 1359) ETA 256m51s | GPU 0.9/3.8GB | gtok=19050496
  [1] 4700/9766 (48%) loss=1.5609 ppl=4.8 lr=2.06e-05 | 1365 tok/s (avg 1360) ETA 254m19s | GPU 0.9/3.8GB | gtok=19255296
  [1] 4750/9766 (49%) loss=2.0279 ppl=7.6 lr=2.03e-05 | 1354 tok/s (avg 1359) ETA 251m50s | GPU 0.9/3.8GB | gtok=19460096
  [1] 4800/9766 (49%) loss=1.8145 ppl=6.1 lr=2.01e-05 | 1356 tok/s (avg 1359) ETA 249m19s | GPU 0.9/3.8GB | gtok=19664896
  [1] 4850/9766 (50%) loss=2.0063 ppl=7.4 lr=1.99e-05 | 1360 tok/s (avg 1359) ETA 246m49s | GPU 0.9/3.8GB | gtok=19869696
  [1] 4900/9766 (50%) loss=1.4889 ppl=4.4 lr=1.97e-05 | 1360 tok/s (avg 1359) ETA 244m18s | GPU 0.9/3.8GB | gtok=20074496
  [1] 4950/9766 (51%) loss=1.4564 ppl=4.3 lr=1.94e-05 | 1356 tok/s (avg 1359) ETA 241m48s | GPU 0.9/3.8GB | gtok=20279296
Saved checkpoint: checkpoints_v12_phase0/contrastive/fact_retrieval/latest.pt
  [checkpoint @ step 5000, 20,480,000 tok]
  [1] 5000/9766 (51%) loss=1.7246 ppl=5.6 lr=1.92e-05 | 1350 tok/s (avg 1359) ETA 239m18s | GPU 0.9/3.8GB | gtok=20484096
  [1] 5050/9766 (52%) loss=1.4184 ppl=4.1 lr=1.90e-05 | 1359 tok/s (avg 1359) ETA 236m47s | GPU 0.9/3.8GB | gtok=20688896
  [1] 5100/9766 (52%) loss=2.0328 ppl=7.6 lr=1.87e-05 | 1357 tok/s (avg 1359) ETA 234m17s | GPU 0.9/3.8GB | gtok=20893696
  [1] 5150/9766 (53%) loss=1.5325 ppl=4.6 lr=1.85e-05 | 1365 tok/s (avg 1359) ETA 231m46s | GPU 0.9/3.8GB | gtok=21098496
  [1] 5200/9766 (53%) loss=1.4174 ppl=4.1 lr=1.83e-05 | 1357 tok/s (avg 1359) ETA 229m15s | GPU 0.9/3.8GB | gtok=21303296
  [1] 5250/9766 (54%) loss=1.2462 ppl=3.5 lr=1.80e-05 | 1356 tok/s (avg 1359) ETA 226m45s | GPU 0.9/3.8GB | gtok=21508096
  [1] 5300/9766 (54%) loss=1.1783 ppl=3.2 lr=1.78e-05 | 1371 tok/s (avg 1359) ETA 224m13s | GPU 0.9/3.8GB | gtok=21712896
  [1] 5350/9766 (55%) loss=1.1126 ppl=3.0 lr=1.76e-05 | 1366 tok/s (avg 1359) ETA 221m42s | GPU 0.9/3.8GB | gtok=21917696
  [1] 5400/9766 (55%) loss=1.3305 ppl=3.8 lr=1.73e-05 | 1366 tok/s (avg 1360) ETA 219m11s | GPU 0.9/3.8GB | gtok=22122496
