  [fact] mode=delta layers=4 lr=3e-5 save_every=1000 spec=checkpoints_v12_phase0/pool1000/fact_retrieval/fact_band_spec.json
+ .venv/bin/python -m v12.train --preset v12_grammar_dyn --stage pretrain --dataset fact --pretrain_sources dclm,fineweb --pretrain_weights 40,60 --substrate grammar@1.0 --registry v12_registry --grow_layers @checkpoints_v12_phase0/pool1000/fact_retrieval/fact_band_spec.json --layer_head_budget 16 --head_gate --write_phase_address --freeze_layers base --attach_mode sequential --stage_loss ce_fact --fused_ce --fact_value_pool 1000 --gen_every 0 --gen_prompt Record: bofim means gold. Record: kaner means silver. Query: bofim means --batch_size 8 --seq_len 512 --lr 3e-5 --weight_decay 0.01 --token_budget 40000000 --checkpoint_dir checkpoints_v12_phase0/pool1000/fact_retrieval --save_every_steps 1000 --log_dir logs
[Discord] Webhook configured -- notifications enabled
Wall clock start: 2026-07-30 04:20:05
============================================================
  V12: PAM with new memory dynamics
  Preset: v12_grammar_dyn | Stage: pretrain | Dataset: fact
============================================================

Stage loss: ce_fact — Answer-masked CE + gate-surprisal + hard-negative contrastive (fact stage).
  overrides applied: {'gate_surprisal_lambda': 0.1, 'gate_surprisal_tau': 0.5, 'gate_surprisal_sign': 1.0, 'fact_contrastive_lambda': 0.1, 'fact_contrastive_tau': 2.0}

Config: {'vocab_size': 50261, 'dim': 384, 'n_heads': 16, 'head_dim': 64, 'n_layers': 4, 'expand': 3, 'dropout': 0.1, 'max_seq_len': 512, 'use_learned_pos': False, 'use_rope': True, 'use_gsp': True, 'fused_qkv': True, 'qk_norm': False, 'tie_weights': True, 'gradient_checkpointing': True, 'activation': 'swish', 'chunk_size': 256, 'decay_mode': 'head', 'write_mode': 'additive', 'n_states': 3, 'delta_chunk': 64, 'state_dt_spread': 2.0, 'base_dt_bias': -4.0, 'gate_content_aware': True, 'protect_gate_bias': -3.0, 'routing_content_aware': False, 'state_compete': False, 'phase_init': 'zero', 'route_balance_lambda': 0.0, 'aux_loss_weight': 1.0, 'fused_e3': True, 'recompute_pam_chunks': False, 'gamma_floor': 0.0, 'gate_surprisal_lambda': 0.1, 'gate_surprisal_tau': 0.5, 'gate_surprisal_sign': 1.0, 'fact_contrastive_lambda': 0.1, 'fact_contrastive_tau': 2.0, 'vault_state': False, 'vault_state_idx': 0, 'write_phase_address': True, 'write_phase_key_conditional': False, 'delta_solve_mode': 'backsub', 'vault_norm_bound': 0.0, 'module_adapter_rank': 0, 'head_gate': True, 'head_gate_l0_lambda': 0.001, 'head_gate_init_logalpha': 3.0, 'layer_specs': None}
Memory dynamics: decay_mode=head, write_mode=additive, n_states=3, chunk_size=256
Batch size: 8, Epochs: 10, LR: 3e-05
Token budget: 40,000,000

Loading fact (seq_len=512)...
[fact_data] train=78,125 val=512 examples, seq_len=512, templates=12 (train), value_pool=1000 (train), vocab=50261
Train batches: 9766, Val batches: 64
[substrate] WARNING: substrate vocab_size=50257 != tokenizer/preset vocab_size=50261
[substrate] grammar@1.0 -> ['grammar@1.0'] (4 frozen base layers)

Model parameters: {'embedding (tied)': 38597376, 'blocks': 23388692, 'norms': 768, 'lm_head': 296064, 'total': 62282900}
Total: 62,282,900 (62.3M)
[M4 grow] +4 layers [4, 5, 6, 7] on base of 4 (skills=['fact_retrieval', 'fact_retrieval', 'fact_retrieval', 'fact_retrieval'], attach_mode=sequential); total layers=8
[M4 freeze] froze blocks [0, 1, 2, 3]; trainable params=62,233,608. (requires_grad=False => excluded from optimizer, no wd drift)
Param groups: 56 tensors (62,214,912) with wd, 57 tensors (18,696) without
fused_ce enabled (chunked linear+CE; logits never materialized)

Training on cuda
Parameters: {'embedding (tied)': 38597376, 'blocks': 46728092, 'norms': 768, 'lm_head': 296064, 'total': 85622300}
Total: 85,622,300 (85.6M)
Epochs: 1..9999, Batches/epoch: 9766
Periodic checkpoint: every 1000 steps -> latest.pt


============================================================
Epoch 1/9999
============================================================
  [1] 0/9766 (0%) loss=10.0289 ppl=22672.5 lr=3.00e-08 | 1110 tok/s (avg 1110) ETA 0m00s | GPU 0.9/3.3GB | gtok=4096
  [1] 3500/9766 (36%) loss=4.0634 ppl=58.2 lr=2.54e-05 | 1367 tok/s (avg 1360) ETA 314m34s | GPU 0.9/3.8GB | gtok=14340096
  [1] 3550/9766 (36%) loss=3.7259 ppl=41.5 lr=2.52e-05 | 1376 tok/s (avg 1360) ETA 312m00s | GPU 0.9/3.8GB | gtok=14544896
  [1] 3600/9766 (37%) loss=3.9943 ppl=54.3 lr=2.50e-05 | 1358 tok/s (avg 1360) ETA 309m30s | GPU 0.9/3.8GB | gtok=14749696
  [1] 3650/9766 (37%) loss=3.5345 ppl=34.3 lr=2.49e-05 | 1364 tok/s (avg 1360) ETA 306m59s | GPU 0.9/3.8GB | gtok=14954496
  [1] 3700/9766 (38%) loss=3.9866 ppl=53.9 lr=2.47e-05 | 1361 tok/s (avg 1360) ETA 304m28s | GPU 0.9/3.8GB | gtok=15159296
  [1] 3750/9766 (38%) loss=4.0945 ppl=60.0 lr=2.45e-05 | 1358 tok/s (avg 1360) ETA 301m58s | GPU 0.9/3.8GB | gtok=15364096
  [1] 3800/9766 (39%) loss=3.9573 ppl=52.3 lr=2.43e-05 | 1358 tok/s (avg 1360) ETA 299m27s | GPU 0.9/3.8GB | gtok=15568896
  [1] 3850/9766 (39%) loss=3.6320 ppl=37.8 lr=2.41e-05 | 1366 tok/s (avg 1360) ETA 296m56s | GPU 0.9/3.8GB | gtok=15773696
  [1] 3900/9766 (40%) loss=3.8034 ppl=44.9 lr=2.39e-05 | 1358 tok/s (avg 1360) ETA 294m25s | GPU 0.9/3.8GB | gtok=15978496
  [1] 3950/9766 (40%) loss=3.9720 ppl=53.1 lr=2.37e-05 | 1357 tok/s (avg 1360) ETA 291m55s | GPU 0.9/3.8GB | gtok=16183296
Saved checkpoint: checkpoints_v12_phase0/pool1000/fact_retrieval/latest.pt
  [checkpoint @ step 4000, 16,384,000 tok]
  [1] 4000/9766 (41%) loss=3.3149 ppl=27.5 lr=2.35e-05 | 1354 tok/s (avg 1360) ETA 289m25s | GPU 0.9/3.8GB | gtok=16388096
  [1] 4050/9766 (41%) loss=4.8989 ppl=134.1 lr=2.33e-05 | 1357 tok/s (avg 1360) ETA 286m55s | GPU 0.9/3.8GB | gtok=16592896
  [1] 4100/9766 (42%) loss=4.0654 ppl=58.3 lr=2.31e-05 | 1366 tok/s (avg 1360) ETA 284m24s | GPU 0.9/3.8GB | gtok=16797696
  [1] 4150/9766 (43%) loss=4.2499 ppl=70.1 lr=2.29e-05 | 1364 tok/s (avg 1360) ETA 281m53s | GPU 0.9/3.8GB | gtok=17002496
  [1] 4200/9766 (43%) loss=3.7218 ppl=41.3 lr=2.27e-05 | 1362 tok/s (avg 1360) ETA 279m22s | GPU 0.9/3.8GB | gtok=17207296
  [1] 4250/9766 (44%) loss=3.8381 ppl=46.4 lr=2.25e-05 | 1358 tok/s (avg 1360) ETA 276m51s | GPU 0.9/3.8GB | gtok=17412096
  [1] 4300/9766 (44%) loss=4.3874 ppl=80.4 lr=2.23e-05 | 1355 tok/s (avg 1360) ETA 274m21s | GPU 0.9/3.8GB | gtok=17616896
  [1] 4350/9766 (45%) loss=3.8086 ppl=45.1 lr=2.21e-05 | 1366 tok/s (avg 1360) ETA 271m50s | GPU 0.9/3.8GB | gtok=17821696
  [1] 4400/9766 (45%) loss=3.5205 ppl=33.8 lr=2.19e-05 | 1364 tok/s (avg 1360) ETA 269m19s | GPU 0.9/3.8GB | gtok=18026496
  [1] 4450/9766 (46%) loss=3.3119 ppl=27.4 lr=2.17e-05 | 1356 tok/s (avg 1360) ETA 266m49s | GPU 0.9/3.8GB | gtok=18231296
  [1] 4500/9766 (46%) loss=3.9971 ppl=54.4 lr=2.14e-05 | 1356 tok/s (avg 1360) ETA 264m19s | GPU 0.9/3.8GB | gtok=18436096
  [1] 4550/9766 (47%) loss=3.8495 ppl=47.0 lr=2.12e-05 | 1348 tok/s (avg 1360) ETA 261m50s | GPU 0.9/3.8GB | gtok=18640896
  [1] 4600/9766 (47%) loss=3.4335 ppl=31.0 lr=2.10e-05 | 1360 tok/s (avg 1360) ETA 259m19s | GPU 0.9/3.8GB | gtok=18845696
  [1] 4650/9766 (48%) loss=3.9492 ppl=51.9 lr=2.08e-05 | 1357 tok/s (avg 1360) ETA 256m49s | GPU 0.9/3.8GB | gtok=19050496
  [1] 4700/9766 (48%) loss=3.4513 ppl=31.5 lr=2.06e-05 | 1364 tok/s (avg 1360) ETA 254m17s | GPU 0.9/3.8GB | gtok=19255296
  [1] 4750/9766 (49%) loss=4.1176 ppl=61.4 lr=2.03e-05 | 1357 tok/s (avg 1360) ETA 251m47s | GPU 0.9/3.8GB | gtok=19460096
  [1] 4800/9766 (49%) loss=3.9706 ppl=53.0 lr=2.01e-05 | 1352 tok/s (avg 1360) ETA 249m17s | GPU 0.9/3.8GB | gtok=19664896
  [1] 4850/9766 (50%) loss=4.1703 ppl=64.7 lr=1.99e-05 | 1357 tok/s (avg 1360) ETA 246m47s | GPU 0.9/3.8GB | gtok=19869696
  [1] 4900/9766 (50%) loss=3.2830 ppl=26.7 lr=1.97e-05 | 1371 tok/s (avg 1360) ETA 244m15s | GPU 0.9/3.8GB | gtok=20074496
  [1] 4950/9766 (51%) loss=3.6740 ppl=39.4 lr=1.94e-05 | 1370 tok/s (avg 1360) ETA 241m43s | GPU 0.9/3.8GB | gtok=20279296
Saved checkpoint: checkpoints_v12_phase0/pool1000/fact_retrieval/latest.pt
  [checkpoint @ step 5000, 20,480,000 tok]
  [1] 5000/9766 (51%) loss=4.0501 ppl=57.4 lr=1.92e-05 | 1353 tok/s (avg 1360) ETA 239m14s | GPU 0.9/3.8GB | gtok=20484096
  [1] 5050/9766 (52%) loss=3.2668 ppl=26.2 lr=1.90e-05 | 1365 tok/s (avg 1360) ETA 236m42s | GPU 0.9/3.8GB | gtok=20688896
  [1] 5100/9766 (52%) loss=3.8125 ppl=45.3 lr=1.87e-05 | 1359 tok/s (avg 1360) ETA 234m12s | GPU 0.9/3.8GB | gtok=20893696
  [1] 5150/9766 (53%) loss=3.6804 ppl=39.7 lr=1.85e-05 | 1359 tok/s (avg 1360) ETA 231m41s | GPU 0.9/3.8GB | gtok=21098496
  [1] 5200/9766 (53%) loss=3.9953 ppl=54.3 lr=1.83e-05 | 1362 tok/s (avg 1360) ETA 229m11s | GPU 0.9/3.8GB | gtok=21303296
  [1] 5250/9766 (54%) loss=3.3146 ppl=27.5 lr=1.80e-05 | 1357 tok/s (avg 1360) ETA 226m40s | GPU 0.9/3.8GB | gtok=21508096
  [1] 5300/9766 (54%) loss=2.3074 ppl=10.0 lr=1.78e-05 | 1366 tok/s (avg 1360) ETA 224m09s | GPU 0.9/3.8GB | gtok=21712896
  [1] 5350/9766 (55%) loss=3.5699 ppl=35.5 lr=1.76e-05 | 1371 tok/s (avg 1360) ETA 221m37s | GPU 0.9/3.8GB | gtok=21917696
  [1] 5400/9766 (55%) loss=3.3593 ppl=28.8 lr=1.73e-05 | 1362 tok/s (avg 1360) ETA 219m07s | GPU 0.9/3.8GB | gtok=22122496
